code,name,industry
9375,近鉄エクス,倉庫・運輸関連業
9380,東海運,倉庫・運輸関連業
9381,エーアイテイー,倉庫・運輸関連業
9384,内外トランスライン,倉庫・運輸関連業
9401,ＴＢＳＨＤ,情報・通信業
9404,日テレＨＤ,情報・通信業
9405,朝日放送,情報・通信業
9409,テレビ朝日ＨＤ,情報・通信業
9412,スカパーＪ,情報・通信業
9413,テレ東ＨＤ,情報・通信業
9414,ＢＳ１１,情報・通信業
9416,ビジョン,情報・通信業
9418,Ｕ－ＮＥＸＴ,情報・通信業
9419,ワイヤレスゲート,情報・通信業
9422,コネクシオ,情報・通信業
9424,日本通信,情報・通信業
9428,クロップス,情報・通信業
9432,ＮＴＴ,情報・通信業
9433,ＫＤＤＩ,情報・通信業
9435,光通信,情報・通信業
9437,ＮＴＴドコモ,情報・通信業
9438,エムティーアイ,情報・通信業
9449,ＧＭＯ,情報・通信業
9466,アイドマＭＣ,情報・通信業
9468,カドカワ,情報・通信業
9470,学研ＨＤ,情報・通信業
9474,ゼンリン,情報・通信業
9475,昭文社,情報・通信業
9479,インプレス,情報・通信業
9501,東電力ＨＤ,電気・ガス業
9502,中部電力,電気・ガス業
9503,関西電力,電気・ガス業
9504,中国電力,電気・ガス業
9505,北陸電力,電気・ガス業
9506,東北電力,電気・ガス業
9507,四国電力,電気・ガス業
9508,九州電力,電気・ガス業
9509,北海電力,電気・ガス業
9511,沖縄電力,電気・ガス業
9513,Ｊパワー,電気・ガス業
9514,ＥＦ－ＯＮ,電気・ガス業
9517,イーレックス,電気・ガス業
9531,東瓦斯,電気・ガス業
9532,大瓦斯,電気・ガス業
9533,東邦瓦斯,電気・ガス業
9534,北海瓦斯,電気・ガス業
9535,広島ガス,電気・ガス業
9536,西部瓦斯,電気・ガス業
9543,静岡ガス,電気・ガス業
9551,メタウォーター,電気・ガス業
9600,アイネット,情報・通信業
9601,松竹,情報・通信業
9602,東宝,情報・通信業
9603,Ｈ．Ｉ．Ｓ．,サービス業
9605,東映,情報・通信業
9612,ラックランド,サービス業
9613,ＮＴＴデータ,情報・通信業
9616,共立メンテ,サービス業
9619,イチネンＨＤ,サービス業
9621,建設技研,サービス業
9622,スペース,サービス業
9627,アインＨＤ,小売業
9628,燦ＨＤ,サービス業
9629,ピーシーエー,情報・通信業
9632,スバル興,サービス業
9633,テアトル,サービス業
9644,タナベ経営,サービス業
9658,ビジ太田昭和,情報・通信業
9663,ナガワ,サービス業
9671,よみランド,サービス業
9672,都競馬,サービス業
9675,常磐興,サービス業
9678,カナモト,サービス業
9681,東京ドーム,サービス業
9682,ＤＴＳ,情報・通信業
9684,スクエニＨＤ,情報・通信業
9692,シーイーシー,情報・通信業
9697,カプコン,情報・通信業
9699,西尾レントオール,サービス業
9702,アイエスビー,情報・通信業
9704,アゴーラＨＧ,サービス業
9706,日空ビル,不動産業
9715,トランスコスモス,サービス業
9716,乃村工芸,サービス業
9717,ジャステック,情報・通信業
9719,ＳＣＳＫ,情報・通信業
9722,藤田観,サービス業
9726,ＫＮＴＣＴ,サービス業
9728,日本管財,サービス業
9729,トーカイ,サービス業
9731,白洋舎,サービス業
9735,セコム,サービス業
9739,ＮＳＷ,情報・通信業
9740,ＣＳＰ,サービス業
9742,アイネス,情報・通信業
9743,丹青社,サービス業
9744,メイテック,サービス業
9746,ＴＫＣ,情報・通信業
9747,アサツーＤＫ,サービス業
9749,富士ソフト,情報・通信業
9755,応用地質,サービス業
9757,船井総研ＨＤ,サービス業
9759,ＮＳＤ,情報・通信業
9760,進学会,サービス業
9763,丸紅リース,卸売業
9765,オオバ,サービス業
9766,コナミ　ＨＤ,情報・通信業
9768,いであ,サービス業
9769,学究社,サービス業
9783,ベネッセＨＤ,サービス業
9787,イオンディライ,サービス業
9788,ナック,サービス業
9790,福井コンピ,情報・通信業
9792,ニチイ学館,サービス業
9793,ダイセキ,サービス業
9795,ステップ,サービス業
9810,日鉄住金物産,卸売業
9828,元気寿司,小売業
9830,トラスコ中山,卸売業
9831,ヤマダ電機,小売業
9832,オートバックス,卸売業
9837,モリト,卸売業
9842,アークランド,小売業
9843,ニトリＨＤ,小売業
9850,グルメ杵屋,小売業
9854,愛眼,小売業
9856,ケーユーＨＤ,小売業
9861,吉野家ＨＤ,小売業
9869,加藤産業,卸売業
9880,イノテック,卸売業
9882,イエローハット,卸売業
9887,松屋フーズ,小売業
9889,ＪＢＣＣ　ＨＤ,情報・通信業
9896,ＪＫＨＤ,卸売業
9900,サガミチェーン,小売業
9902,日伝,卸売業
9919,関西スーパ,小売業
9928,ミロク情報,情報・通信業
9930,北沢産業,卸売業
9932,杉本商事,卸売業
9934,因幡電産,卸売業
9936,王将フード,小売業
9945,プレナス,小売業
9946,ミニストップ,小売業
9948,アークス,小売業
9956,バローＨＤ,小売業
9957,バイテックＨＤ,卸売業
9962,ミスミＧ,卸売業
9966,藤久,小売業
9972,アルテック,卸売業
9974,ベルク,小売業
9979,大庄,小売業
9982,タキヒヨー,卸売業
9983,ファーストリテ,小売業
9984,ソフトバンクグループ,情報・通信業
9986,蔵王産業,卸売業
9987,スズケン,卸売業
9989,サンドラッグ,小売業
9990,サックスバーＨＤ,小売業
9991,ジェコス,卸売業
9993,ヤマザワ,小売業
9994,やまや,小売業
9995,イーストン,卸売業
9997,ベルーナ,小売業
